"ISIN","Company","Country"
"TW0002548005","Huaku Development Co Ltd","Taiwan"
"SE0014731154","ContextVision AB","Sweden"
"MYL7160OO004","Pentamaster Corporation Bhd","Malaysia"
"SE0000391716","Traction AB","Sweden"
"INE982J01020","One 97 Communications Ltd","India"
"AEF000901015","Fertiglobe PLC","United Arab Emirates"
"KR7144510005","GC Cell Corp","Korea; Republic (S. Korea)"
"US67778A1060","Oicintra Inc","United States of America"
"US29079J1034","Embark Technology Inc","Unable to resolve all requested identifiers."
"US46222L1089","IONQ Inc","United States of America"
"JP3277620005","Ki-Star Real Estate Co Ltd","Japan"
"FO0000000088","BankNordik P/F","Faroe Islands"
"US1087631032","Bridgford Foods Corp","United States of America"
"US01675A1097","Allbirds Inc","United States of America"
"US67623L1098","Offerpad Solutions Inc","Unable to resolve all requested identifiers."
"JP3971000009","Riken Keiki Co Ltd","Japan"
"CA64016L1013","Neighbourly Pharmacy Inc","Canada"
"US60471A1016","Mirion Technologies Inc","United States of America"
"CNE100004413","VeriSilicon Microelectronics Shanghai Co Ltd","China"
"US2214112003","Coinllectibles Inc","Hong Kong"
"CNE000001BG9","Shandong Pharmaceutical Glass Co Ltd","China"
"ID1000122203","Surya Esa Perkasa Tbk PT","Indonesia"
"CNE0000015H5","Shandong Chenming Paper Holdings Ltd","China"
"CNE000001G04","Fangda Special Steel Technology Co Ltd","China"
"US72703X1063","Planet Labs PBC","United States of America"
"US7444131053","P3 Health Partners Inc","United States of America"
"CNE100000QB9","Zhejiang Wanliyang Co Ltd","China"
"US29280W1099","Energy Vault Holdings Inc","United States of America"
"US09261X1028","Blackstone Secured Lending Fund","United States of America"
"TH7923010006","Thonburi Healthcare Group PCL","Thailand"
"ID1000143605","MNC Digital Entertainment Tbk PT","Indonesia"
"CNE0000008R9","Shenzhen Huaqiang Industry Co Ltd","China"
"KR7225570001","Nexon Games Co Ltd","Korea; Republic (S. Korea)"
"CNE000000XV4","Xinjiang Tianshan Cement Co Ltd","China"
"US29082K1051","Embecta Corp","United States of America"
"TRAHEKTS91E4","Hektas Ticaret TAS","Turkey"
"KYG7258M1087","PropertyGuru Group Ltd","Singapore"
"KYG6142R1092","Ming Yuan Cloud Group Holdings Ltd","China"
"CNE100003MW8","Zhejiang HangKe Technology Incorporated Co","China"
"CNE100000QY1","Zhejiang Runtu Co Ltd","China"
"KR7373220003","LG Energy Solution Ltd","Korea; Republic (S. Korea)"
"AU0000184459","Ventia Services Group Ltd","Australia"
"NO0011202772","Var Energi ASA","Norway"
"SG1AI1000008","Golden Energy and Resources Ltd","Singapore"
"US03783X1046","Appgate Inc","United States of America"
"CNE000000404","Shanghai Jinqiao Export Processing Zone Development Co Ltd","China"
"KYG9471C1078","Vertical Aerospace Ltd","United Kingdom"
"AEM001001019","Multiply Group PJSC","United Arab Emirates"
"SA15DHKGHBH4","Saudi Tadawul Group Holding Co","Saudi Arabia"
"CNE000000VJ3","State Grid Information&Communication Co Ltd","China"
"US83422N1054","Solid Power Inc","United States of America"
"CNE100003RN6","StarPower Semiconductor Ltd","China"
"KW0EQ0200281","National Investments Co KSCP","Kuwait"
"CNE100002GF7","Jason Furniture Hangzhou Co Ltd","China"
"INE663A01017","Supreme Petrochem Ltd","Unable to resolve all requested identifiers."
"SGXC61949712","Lendlease Global Commercial REIT","Singapore"
"CNE000000ZC9","HuBei XingFa Chemical Group Co Ltd","China"
"SA15ED94KR18","Jahez International Company for Information System Technology SCJSC","Saudi Arabia"
"CNE1000031N8","Ecovacs Robotics Co Ltd","China"
"CNE100002FW4","Opple Lighting Co Ltd","China"
"US4181001037","HashiCorp Inc","United States of America"
"CA8265991023","Sigma Lithium Corp","Canada"
"PEP642005008","Southern Peru Copper Corporation (Lima Branch)","Peru"
"CNE100002SX5","Jiangsu Financial Leasing Co Ltd","China"
"US08975B1098","BigBear.ai Holdings Inc","United States of America"
"SA15GG53GHH3","Elm Company SJSC","Saudi Arabia"
"CNE100002664","Changsha Jingjia Microelectronics Co Ltd","China"
"US44952J1043","Crescent Energy Co","United States of America"
"US49435R1023","Kimbell Royalty Partners LP","United States of America"
"US10920G1004","Bright Green Corp","United States of America"
"BRMEGAACNOR9","Omega Energia SA","Brazil"
"QA000A0NBGK5","Mannai Corporation QPSC","Qatar"
"US74319N1000","ProFrac Holding Corp","United States of America"
"KW0EQ0500862","Gulf Cable and Electrical Industries Co KPSC","Kuwait"
"CNE000000XB6","Shanghai Belling Corp Ltd","China"
"CNE100000CT1","Zhejiang Crystal-Optech Co Ltd","China"
"THA020010007","Sabuy Technology PCL","Thailand"
"CA84678A1021","Spartan Delta Corp","Canada"
"JP3807400001","Fuji Co Ltd","Japan"
"CNE0000005R5","Shanghai Chengtou Holding Co Ltd","China"
"US84763M3007","Spectrum Group International Inc","United States of America"
"HK0000056264","China South City Holdings Ltd","Hong Kong"
"CA0717051076","Bausch + Lomb Corp","Canada"
"CNE000000NS1","CMST Development Co Ltd","China"
"SA15D1I1VJH7","Arabian Contracting Services Company CJSC","Saudi Arabia"
"US67079K1007","Nuscale Power Corp","United States of America"
"AEA004601018","Abu Dhabi Ports Company Pjsc","United Arab Emirates"
"INE743M01012","RHI Magnesita India Ltd","India"
"CNE100000H77","China West Construction Group Co Ltd","China"
"NL0015000TA9","Allego NV","Netherlands"
"US06759L1035","Barings BDC Inc","United States of America"
"CNE1000015N1","Dian Diagnostics Group Co Ltd","China"
"ID1000133002","Impack Pratama Industri Tbk PT","Indonesia"
"NL0015000LX8","SIGNA Sports United NV","Germany"
"BRRECVACNOR3","PetroReconcavo SA","Brazil"
"US67079U1088","Nutex Health Inc","United States of America"
"IT0005482333","Technoprobe SpA","Italy"
"CNE100002QJ8","Chow Tai Seng Jewellery Co Ltd","China"
"CNE1000008B1","Shenzhen Jinjia Group Co Ltd","China"
"CNE100003K38","Bank of Qingdao Co Ltd","China"
"CNE000000VG9","Yunnan Aluminium Co Ltd","China"
"INE07O001018","Easy Trip Planners Ltd","Unable to resolve all requested identifiers."
"GB00BYV8MN78","Urban Logistics Reit PLC","United Kingdom"
"CA11259V1067","Brookfield Business Corp","United States of America"
"AEN000701013","National Bank of Umm Al Qaiwain PSC","United Arab Emirates"
"SA15DGU21117","Almunajem Foods Company SJSC","Saudi Arabia"
"INE0FS801015","Motherson Sumi Wiring India Ltd","India"
"CNE100003H09","Nanjing Tanker Corp","China"
"CNE100001D21","Guosheng Financial Holding Inc","China"
"US21037T1097","Constellation Energy Corp","United States of America"
"BRAUREACNOR9","Auren Energia SA","Brazil"
"KYG1146W1050","Shandong Hi-Speed New Energy Group Ltd","Unable to resolve all requested identifiers."
"CNE000001D72","Xiamen Faratronic Co Ltd","China"
"US96209A1043","WeWork Inc","Unable to resolve all requested identifiers."
"US92771A1016","Virgin Orbit Holdings Inc","United States of America"
"CNE100004HT2","Xiamen Bank Co Ltd","China"
"AED001801011","Dubai Electricity and Water Authority PJSC","United Arab Emirates"
"CNE100001V03","Chongqing Gas Group Corp Ltd","China"
"CNE100004025","Jinko Power Technology Co Ltd","China"
"US25820R1059","Dorchester Minerals LP","United States of America"
"CNE100001T15","CECEP Wind-Power Corp","China"
"MHY621321089","Navigator Holdings Ltd","United Kingdom"
"ID1000162902","Prima Andalan Mandiri Tbk PT","Indonesia"
"CNE000000N22","AVIC Heavy Machinery Co Ltd","China"
"US29605J1060","ESAB Corp","United States of America"
"CNE100000YM0","China Hainan Rubber Industry Group Co Ltd","China"
"NGBUAFOODS04","BUA Foods PLC","Nigeria"
"CNE100001SX7","CITIC Heavy Industries Co Ltd","China"
"CNE100002771","Shanghai Flyco Electrical Appliance Co Ltd","China"
"TH0073A10Z05","Singer Thailand PCL","Thailand"
"INE872J01023","Devyani International Ltd","India"
"SGXC50067435","Digital Core REIT","Singapore"
"KYG6683N1034","Nu Holdings Ltd","Brazil"
"US71648P1030","Petro Usa Inc","United States of America"
"CNE100000SC3","Shandong Yisheng Livestock & Poultry Breeding Co Ltd","China"
"AU000000CXO2","Core Lithium Ltd","Australia"
"INE119A01028","Balrampur Chini Mills Ltd","India"
"US83192D1054","Smartstop Self Storage Reit Inc","United States of America"
"US02217A1025","Altus Power Inc","United States of America"
"AU000000RIO1","Rio Tinto Ltd","Australia"
"US30069T1016","Excelerate Energy Inc","United States of America"
"CNE100004JY8","Inner Mongolia Dazhong Mining Co Ltd","China"
"CNE100000SD1","JA Solar Technology Co Ltd","China"
"KR7402340004","SK Square Co Ltd","Korea; Republic (S. Korea)"
"AU000000LKE1","Lake Resources NL","Australia"
"AU000000SYA5","Sayona Mining Ltd","Australia"
"MX01SI0C0002","Operadora de Sites Mexicanos SA de CV","Mexico"
"INE575P01011","Star Health and Allied Insurance Company Ltd","India"
"NL0015000PB5","Ermenegildo Zegna NV","Italy"
"US34629L1035","Forge Global Holdings Inc","United States of America"
"CNE100002RX7","Red Star Macalline Group Corp Ltd","China"
"US4051661092","Hagerty Inc","United States of America"
"CNE0000015N3","Jiangxi Hongdu Aviation Industry Co Ltd","China"
"CNE100000MZ7","Blue Sail Medical Co Ltd","China"
"KYG4124C1096","Grab Holdings Ltd","Singapore"
"TH0295A10Z07","Vibhavadi Medical Center PCL","Thailand"
"CNE000001C99","Bright Dairy and Food Co Ltd","China"
"AU0000205205","Tritium Dcfc Ltd","Australia"
"CNE000000V06","Zhejiang Orient Financial Holdings Group Co Ltd","China"
"US1266332055","CVR Partners LP","United States of America"
"ID1000164700","Cisarua Mountain Dairy Tbk PT","Indonesia"
"CNE100000GY2","Anhui Anke Biotechnology Group Co Ltd","China"
"SA15HG521213","Nahdi Medical Co","Saudi Arabia"
"CNE000000L16","Tianjin Port Co Ltd","China"
"CNE100003SS3","Beijing Bei Mo Gao Ke Friction Material Co Ltd","China"
"CNE100002TM6","Guizhou Gas Group Corporation Ltd","China"
"US1846771020","Clear Peak Energy Inc","United States of America"
"DE000A0JJTG7","Gateway Real Estate AG","Germany"
"CNE000000198","North Industries Group Red Arrow Co Ltd","China"
"CNE000001F39","Tangshan Sanyou Chemical Industries Co Ltd","China"
"TH0920010Z09","Forth Corporation PCL","Thailand"
"US88749T1079","Agri-Fintech Holdings Inc","United States of America"
"CNE1000014X3","Himile Mechanical Science and Technology Shandong Co Ltd","China"
"INE087H01022","Shree Renuka Sugars Ltd","India"
"SA15HG50KL10","Al Masane Al Kobra Mining Company CJSC","Saudi Arabia"
